,OPERATION_ID,ACTIVITY_ID,SECTION_ID,NON_COMPLIANCE_ID,STANDARD_NUMBER_DESCRIPTION,STANDARD_RISK_LEVEL,CORRECTED_AT_INSPECTION,CORRECTED_DATE,DATE_CORRECTION_VERIFIED,NARRATIVE,TECHNICAL_ASSISTANCE_GIVEN,OPERATION_TYPE,OPERATION_NUMBER,OPERATION_NAME,PROGRAMS_PROVIDED,LOCATION_ADDRESS,MAILING_ADDRESS,PHONE_NUMBER,COUNTY,WEBSITE_ADDRESS,ADMINISTRATOR_DIRECTOR_NAME,TYPE_OF_ISSUANCE,ISSUANCE_DATE,CONDITIONS_ON_PERMIT,ACCEPTS_CHILD_CARE_SUBSIDIES,HOURS_OF_OPERATION,DAYS_OF_OPERATION,OTHER_SCHEDULE_INFORMATION,TOTAL_CAPACITY,OPEN_FOSTER_HOMES,OPEN_BRANCH_OFFICES,LICENSED_TO_SERVE_AGES,CORRECTIVE_ACTION,ADVERSE_ACTION,TEMPORARILY_CLOSED,PROGRAMMATIC_SERVICES,TREATMENT_SERVICES,DEFICIENCY_HIGH,DEFICIENCY_MEDIUM_HIGH,DEFICIENCY_MEDIUM,DEFICIENCY_MEDIUM_LOW,DEFICIENCY_LOW,TOTAL_INSPECTIONS,TOTAL_ASSESSMENTS,TOTAL_REPORTS,TOTAL_SELF_REPORTS,Location_address_geo,email_address,ACTIVITY_DATE,ACTIVITY_TYPE,SELF_REPORT,VIOLATION_FOUND,potential_injury
1336,315761,428358103,1881016946,1269860639,746.501(a)(9) - Written Operational Policies - Safe Sleep for Infants 12 Months and Younger,High,N,11/09/2017 12:00:00 AM,11/13/2017 12:00:00 AM,The written operational policies reviewed did not include the section discussing safe sleep for infants 12 months and younger.,NO,Licensed Center,872836,Bright Star Child Care and Development Center,"After School Care,Transportation to/from School",101 N ALAMO RD  ALAMO TX- 78516 2216,101 N ALAMO RD STE 3 ALAMO TX- 78516 2201,9567815597.0,HIDALGO,,Aida Gonzalez,Full Permit,01/11/2008,NO,Y,07:00 AM-06:00 PM,"Mon,Tue,Wed,Thu,Fri",,31.0,0,0,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,9,6,0,0,2,0,1,0,"101 N ALAMO RD ALAMO TX- 78516 2216
(26.184219, -98.123128)",,11/02/2017 02:28:00 PM,INSPECTION,,Yes,False
1337,315761,428358103,1881016947,1269926119,746.1311(f) - Director Annual Training - Additional required topics,Medium,N,11/09/2017 12:00:00 AM,11/13/2017 12:00:00 AM,"Director was lacking the following required topics for the annual training year of 7/13/2016-7/12/2017: 1) Emergency preparedness;   (2) Preventing and controlling the spread of communicable diseases, including immunizations;   (3) Administering medication, if applicable, including compliance with ?746.3803 of this title (relating to What authorization must I obtain before administering a medication to a child in my care?);   (4) Preventing and responding to emergencies due to food or an allergic reaction;   (5) Understanding building and physical premises safety, including identification and protection from hazards that can cause bodily injury such as electric hazards, bodies of water, and vehicular traffic; and   (6) Handling, storing, and disposing of hazardous materials including compliance with ?746.3425 of this title (relating to Must caregivers wear gloves when handling blood or bodily fluids containing blood?).",YES,Licensed Center,872836,Bright Star Child Care and Development Center,"After School Care,Transportation to/from School",101 N ALAMO RD  ALAMO TX- 78516 2216,101 N ALAMO RD STE 3 ALAMO TX- 78516 2201,9567815597.0,HIDALGO,,Aida Gonzalez,Full Permit,01/11/2008,NO,Y,07:00 AM-06:00 PM,"Mon,Tue,Wed,Thu,Fri",,31.0,0,0,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,9,6,0,0,2,0,1,0,"101 N ALAMO RD ALAMO TX- 78516 2216
(26.184219, -98.123128)",,11/02/2017 02:28:00 PM,INSPECTION,,Yes,True
1338,315761,428358103,1881016947,1269958591,746.1309(f) - Documented Annual Training- Required Content,Medium,N,11/09/2017 12:00:00 AM,11/13/2017 12:00:00 AM,"A caregiver with an annual training year of 7/13/2016-7/12/2017 did not have the following required training topics: 1) Emergency preparedness;   (2) Preventing the spread of communicable diseases, including immunizations;   (3) Administering medication, if applicable, including compliance with ?746.3803 of this title (relating to What authorization must I obtain before administering a medication to a child in my care?);   (4) Preventing and controlling and responding to emergencies due to food or an allergic reaction;  (5) Understanding building and physical premises safety, including identification and protection from hazards that can cause bodily injury such as electric hazards, bodies of water, and vehicular traffic; and   (6) Handling, storing, and disposing of hazardous materials including compliance with ?746.3425 of this title (relating to Must caregivers wear gloves when handling blood or bodily fluids containing blood?).",YES,Licensed Center,872836,Bright Star Child Care and Development Center,"After School Care,Transportation to/from School",101 N ALAMO RD  ALAMO TX- 78516 2216,101 N ALAMO RD STE 3 ALAMO TX- 78516 2201,9567815597.0,HIDALGO,,Aida Gonzalez,Full Permit,01/11/2008,NO,Y,07:00 AM-06:00 PM,"Mon,Tue,Wed,Thu,Fri",,31.0,0,0,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,9,6,0,0,2,0,1,0,"101 N ALAMO RD ALAMO TX- 78516 2216
(26.184219, -98.123128)",,11/02/2017 02:28:00 PM,INSPECTION,,Yes,True
1339,315761,428358103,1881016949,1269860642,746.3301(b) - Nutrition and Food Service -Drinking Water Available and Served,Medium High,Y,11/02/2017 12:00:00 AM,,Drinking water during the PM snack was not offered or served.    Note: This was corrected at inspection as water was offered and served.,YES,Licensed Center,872836,Bright Star Child Care and Development Center,"After School Care,Transportation to/from School",101 N ALAMO RD  ALAMO TX- 78516 2216,101 N ALAMO RD STE 3 ALAMO TX- 78516 2201,9567815597.0,HIDALGO,,Aida Gonzalez,Full Permit,01/11/2008,NO,Y,07:00 AM-06:00 PM,"Mon,Tue,Wed,Thu,Fri",,31.0,0,0,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,9,6,0,0,2,0,1,0,"101 N ALAMO RD ALAMO TX- 78516 2216
(26.184219, -98.123128)",,11/02/2017 02:28:00 PM,INSPECTION,,Yes,False
1340,315761,428358103,1881016945,1269991224,746.5202(4) - Emergency Preparedness Plan-Continuity of Care Until Children Released,Medium High,N,11/09/2017 12:00:00 AM,11/13/2017 12:00:00 AM,The emergency preparedness plan reviewed did not include the section discussing the continuity of care.,YES,Licensed Center,872836,Bright Star Child Care and Development Center,"After School Care,Transportation to/from School",101 N ALAMO RD  ALAMO TX- 78516 2216,101 N ALAMO RD STE 3 ALAMO TX- 78516 2201,9567815597.0,HIDALGO,,Aida Gonzalez,Full Permit,01/11/2008,NO,Y,07:00 AM-06:00 PM,"Mon,Tue,Wed,Thu,Fri",,31.0,0,0,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,9,6,0,0,2,0,1,0,"101 N ALAMO RD ALAMO TX- 78516 2216
(26.184219, -98.123128)",,11/02/2017 02:28:00 PM,INSPECTION,,Yes,False
1341,315761,428358103,1881016945,1269958592,746.5202(5) - Emergency Preparedness Plan-Reunification Plan,Medium High,N,11/09/2017 12:00:00 AM,11/13/2017 12:00:00 AM,The written operational policies reviewed did not include the section discussing the reunification plan.,YES,Licensed Center,872836,Bright Star Child Care and Development Center,"After School Care,Transportation to/from School",101 N ALAMO RD  ALAMO TX- 78516 2216,101 N ALAMO RD STE 3 ALAMO TX- 78516 2201,9567815597.0,HIDALGO,,Aida Gonzalez,Full Permit,01/11/2008,NO,Y,07:00 AM-06:00 PM,"Mon,Tue,Wed,Thu,Fri",,31.0,0,0,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,9,6,0,0,2,0,1,0,"101 N ALAMO RD ALAMO TX- 78516 2216
(26.184219, -98.123128)",,11/02/2017 02:28:00 PM,INSPECTION,,Yes,False
1342,315761,428358103,1881016948,1270056496,746.3417(1) - Children Handwashing Before Eating,Medium High,Y,11/02/2017 12:00:00 AM,,Children did not wash their hands before eating PM snack.    Note: This was corrected at inspection as children washed their hands.,NO,Licensed Center,872836,Bright Star Child Care and Development Center,"After School Care,Transportation to/from School",101 N ALAMO RD  ALAMO TX- 78516 2216,101 N ALAMO RD STE 3 ALAMO TX- 78516 2201,9567815597.0,HIDALGO,,Aida Gonzalez,Full Permit,01/11/2008,NO,Y,07:00 AM-06:00 PM,"Mon,Tue,Wed,Thu,Fri",,31.0,0,0,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,9,6,0,0,2,0,1,0,"101 N ALAMO RD ALAMO TX- 78516 2216
(26.184219, -98.123128)",,11/02/2017 02:28:00 PM,INSPECTION,,Yes,False
1343,315761,428358103,1881016946,1269991225,746.501(a)(25) - Written Operational Policies - Preventing and Responding to Abuse and Neglect,Medium,N,11/09/2017 12:00:00 AM,11/13/2017 12:00:00 AM,The written operational policies reviewed did not include the complete section discussing preventing and responding to abuse and neglect.,NO,Licensed Center,872836,Bright Star Child Care and Development Center,"After School Care,Transportation to/from School",101 N ALAMO RD  ALAMO TX- 78516 2216,101 N ALAMO RD STE 3 ALAMO TX- 78516 2201,9567815597.0,HIDALGO,,Aida Gonzalez,Full Permit,01/11/2008,NO,Y,07:00 AM-06:00 PM,"Mon,Tue,Wed,Thu,Fri",,31.0,0,0,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,9,6,0,0,2,0,1,0,"101 N ALAMO RD ALAMO TX- 78516 2216
(26.184219, -98.123128)",,11/02/2017 02:28:00 PM,INSPECTION,,Yes,False
1344,315761,428358103,1881016944,1269893525,746.801(18) - Required Records Maintained and Made Available-Children's Product Certification,Medium,N,11/03/2017 12:00:00 AM,11/03/2017 12:00:00 AM,The children's products certification form ws not maintained annually. Last review was completed on 10/1/2016.,NO,Licensed Center,872836,Bright Star Child Care and Development Center,"After School Care,Transportation to/from School",101 N ALAMO RD  ALAMO TX- 78516 2216,101 N ALAMO RD STE 3 ALAMO TX- 78516 2201,9567815597.0,HIDALGO,,Aida Gonzalez,Full Permit,01/11/2008,NO,Y,07:00 AM-06:00 PM,"Mon,Tue,Wed,Thu,Fri",,31.0,0,0,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,9,6,0,0,2,0,1,0,"101 N ALAMO RD ALAMO TX- 78516 2216
(26.184219, -98.123128)",,11/02/2017 02:28:00 PM,INSPECTION,,Yes,False
1345,1153286,428387083,1881173377,1270085111,747.603(a)(3) - Children's Records - Health Statement,Medium,N,07/04/2017 12:00:00 AM,07/10/2017 12:00:00 AM,Three out of four children's files did not have the required health statement.,NO,Registered Child-Care Home,1545463,Amanda Brinkley,"Meals Provided ,Snacks Provided",132 WESTERN DR  WACO TX- 76712 2764,132 WESTERN DR  WACO TX- 76712 2764,2547177897.0,MCLENNAN,,,Full Permit,08/28/2014,NO,N,06:00 AM-06:00 PM,"Mon,Tue,Wed,Thu,Fri",,6.0,0,0,"Infant,Toddler,Pre-Kindergarten",NO,NO,NO,,,4,6,3,0,0,4,0,0,0,"132 WESTERN DR WACO TX- 76712 2764
(31.565741, -97.292398)",,06/20/2017 10:19:00 AM,INSPECTION,,Yes,False
1346,1153286,428387083,1881173378,1270085110,747.1305(a) - Caregivers Annual Training-counted in ratio more than 10 times in a training year,Medium,N,07/20/2017 12:00:00 AM,09/20/2017 12:00:00 AM,Primary caregiver did not have appropriate annual training hours.,NO,Registered Child-Care Home,1545463,Amanda Brinkley,"Meals Provided ,Snacks Provided",132 WESTERN DR  WACO TX- 76712 2764,132 WESTERN DR  WACO TX- 76712 2764,2547177897.0,MCLENNAN,,,Full Permit,08/28/2014,NO,N,06:00 AM-06:00 PM,"Mon,Tue,Wed,Thu,Fri",,6.0,0,0,"Infant,Toddler,Pre-Kindergarten",NO,NO,NO,,,4,6,3,0,0,4,0,0,0,"132 WESTERN DR WACO TX- 76712 2764
(31.565741, -97.292398)",,06/20/2017 10:19:00 AM,INSPECTION,,Yes,False
1347,1153286,428387083,1881173374,1270052266,747.3501 - Safety - Areas Free From Hazards,Medium High,N,06/20/2017 12:00:00 AM,06/22/2017 12:00:00 AM,There is a metal fan that is mounted within a childs reach in which the spacing of the protective housing is wide enough for a finger to become injured.,NO,Registered Child-Care Home,1545463,Amanda Brinkley,"Meals Provided ,Snacks Provided",132 WESTERN DR  WACO TX- 76712 2764,132 WESTERN DR  WACO TX- 76712 2764,2547177897.0,MCLENNAN,,,Full Permit,08/28/2014,NO,N,06:00 AM-06:00 PM,"Mon,Tue,Wed,Thu,Fri",,6.0,0,0,"Infant,Toddler,Pre-Kindergarten",NO,NO,NO,,,4,6,3,0,0,4,0,0,0,"132 WESTERN DR WACO TX- 76712 2764
(31.565741, -97.292398)",,06/20/2017 10:19:00 AM,INSPECTION,,Yes,True
1348,1153286,428387083,1881173375,1270052265,747.5005(2) - Sheltering drill for Severe Weather- 4 times in a calendar year,Medium High,N,06/20/2017 12:00:00 AM,07/17/2017 12:00:00 AM,Sheltering drill for severe weather is not being practiced or documented.,NO,Registered Child-Care Home,1545463,Amanda Brinkley,"Meals Provided ,Snacks Provided",132 WESTERN DR  WACO TX- 76712 2764,132 WESTERN DR  WACO TX- 76712 2764,2547177897.0,MCLENNAN,,,Full Permit,08/28/2014,NO,N,06:00 AM-06:00 PM,"Mon,Tue,Wed,Thu,Fri",,6.0,0,0,"Infant,Toddler,Pre-Kindergarten",NO,NO,NO,,,4,6,3,0,0,4,0,0,0,"132 WESTERN DR WACO TX- 76712 2764
(31.565741, -97.292398)",,06/20/2017 10:19:00 AM,INSPECTION,,Yes,False
1349,1153286,428387083,1881173377,1269987007,747.801(3) - Records Maintained and Made Available - Personnel and Training,Medium,N,07/04/2017 12:00:00 AM,07/10/2017 12:00:00 AM,"Records were not made available for substitute qualifications, notarized affidavit, training records, and orientation.  Records were not available for primary care giver notarized affidavit.",NO,Registered Child-Care Home,1545463,Amanda Brinkley,"Meals Provided ,Snacks Provided",132 WESTERN DR  WACO TX- 76712 2764,132 WESTERN DR  WACO TX- 76712 2764,2547177897.0,MCLENNAN,,,Full Permit,08/28/2014,NO,N,06:00 AM-06:00 PM,"Mon,Tue,Wed,Thu,Fri",,6.0,0,0,"Infant,Toddler,Pre-Kindergarten",NO,NO,NO,,,4,6,3,0,0,4,0,0,0,"132 WESTERN DR WACO TX- 76712 2764
(31.565741, -97.292398)",,06/20/2017 10:19:00 AM,INSPECTION,,Yes,False
1350,1153286,428387083,1881173378,1269954553,747.1313(a) - First Aid and CPR Training - Primary and Substitute Caregivers,High,N,07/04/2017 12:00:00 AM,07/17/2017 12:00:00 AM,"Substitute caregiver did not have current first aid and CPR, when alone with the children.",NO,Registered Child-Care Home,1545463,Amanda Brinkley,"Meals Provided ,Snacks Provided",132 WESTERN DR  WACO TX- 76712 2764,132 WESTERN DR  WACO TX- 76712 2764,2547177897.0,MCLENNAN,,,Full Permit,08/28/2014,NO,N,06:00 AM-06:00 PM,"Mon,Tue,Wed,Thu,Fri",,6.0,0,0,"Infant,Toddler,Pre-Kindergarten",NO,NO,NO,,,4,6,3,0,0,4,0,0,0,"132 WESTERN DR WACO TX- 76712 2764
(31.565741, -97.292398)",,06/20/2017 10:19:00 AM,INSPECTION,,Yes,False
1351,1153286,428387083,1881173380,1270085113,745.625(b) - Renewal background checks submitted - No later than two years from the date of your most recently requested initial or renewal background check,High,N,06/20/2017 12:00:00 AM,06/27/2017 12:00:00 AM,"The caregiver, spouse, and substitute did not renew background checks at 24 months.",YES,Registered Child-Care Home,1545463,Amanda Brinkley,"Meals Provided ,Snacks Provided",132 WESTERN DR  WACO TX- 76712 2764,132 WESTERN DR  WACO TX- 76712 2764,2547177897.0,MCLENNAN,,,Full Permit,08/28/2014,NO,N,06:00 AM-06:00 PM,"Mon,Tue,Wed,Thu,Fri",,6.0,0,0,"Infant,Toddler,Pre-Kindergarten",NO,NO,NO,,,4,6,3,0,0,4,0,0,0,"132 WESTERN DR WACO TX- 76712 2764
(31.565741, -97.292398)",,06/20/2017 10:19:00 AM,INSPECTION,,Yes,False
1352,1153286,428387083,1881173375,1269856478,747.5005(1) - Fire Drill Monthly - Exit in 3 Minutes,Medium High,N,06/20/2017 12:00:00 AM,07/17/2017 12:00:00 AM,Fire drills are not being practiced or documented at this operation.,YES,Registered Child-Care Home,1545463,Amanda Brinkley,"Meals Provided ,Snacks Provided",132 WESTERN DR  WACO TX- 76712 2764,132 WESTERN DR  WACO TX- 76712 2764,2547177897.0,MCLENNAN,,,Full Permit,08/28/2014,NO,N,06:00 AM-06:00 PM,"Mon,Tue,Wed,Thu,Fri",,6.0,0,0,"Infant,Toddler,Pre-Kindergarten",NO,NO,NO,,,4,6,3,0,0,4,0,0,0,"132 WESTERN DR WACO TX- 76712 2764
(31.565741, -97.292398)",,06/20/2017 10:19:00 AM,INSPECTION,,Yes,False
1353,1153286,428387083,1881173375,1269987008,747.5005(3) - Lock-down drill 4 times in a calendar year,Medium High,N,06/20/2017 12:00:00 AM,07/17/2017 12:00:00 AM,Lockdown drills are not being completed or documented.,NO,Registered Child-Care Home,1545463,Amanda Brinkley,"Meals Provided ,Snacks Provided",132 WESTERN DR  WACO TX- 76712 2764,132 WESTERN DR  WACO TX- 76712 2764,2547177897.0,MCLENNAN,,,Full Permit,08/28/2014,NO,N,06:00 AM-06:00 PM,"Mon,Tue,Wed,Thu,Fri",,6.0,0,0,"Infant,Toddler,Pre-Kindergarten",NO,NO,NO,,,4,6,3,0,0,4,0,0,0,"132 WESTERN DR WACO TX- 76712 2764
(31.565741, -97.292398)",,06/20/2017 10:19:00 AM,INSPECTION,,Yes,False
1354,1153286,428387083,1881173377,1269954552,747.605(6) - Required Admission Information - Emergency Contact,Medium High,N,07/07/2017 12:00:00 AM,07/10/2017 12:00:00 AM,Two out of four children's file did not have the required designated contact.,NO,Registered Child-Care Home,1545463,Amanda Brinkley,"Meals Provided ,Snacks Provided",132 WESTERN DR  WACO TX- 76712 2764,132 WESTERN DR  WACO TX- 76712 2764,2547177897.0,MCLENNAN,,,Full Permit,08/28/2014,NO,N,06:00 AM-06:00 PM,"Mon,Tue,Wed,Thu,Fri",,6.0,0,0,"Infant,Toddler,Pre-Kindergarten",NO,NO,NO,,,4,6,3,0,0,4,0,0,0,"132 WESTERN DR WACO TX- 76712 2764
(31.565741, -97.292398)",,06/20/2017 10:19:00 AM,INSPECTION,,Yes,False
1355,104839,428328478,1880856465,1269934371,746.4751(b) - Maintenance Procedures for Active Play - Monthly Maintenance Checklist,Medium,N,02/25/2016 12:00:00 AM,03/30/2016 12:00:00 AM,"During this inspection playground structures had missing screws, nuts and bolts. This structure can lead to injuries.    The wood frame on the ground holding the loose fill needs to be replace due to it being broken.     There are a two nails sticking out half  inch from the bottom picket fence near the gate door to the back ally.",NO,Licensed Center,236382- 684,La Petite Academy Eckhert,"After School Care,Drop-In Care,Part Time Care,Transportation to/from School ,Field Trips",5718 ECKHERT RD  SAN ANTONIO TX- 78240 3900,5718 ECKHERT RD  SAN ANTONIO TX- 78240 3900,2105587244.0,BEXAR,,Wanda Scott,Full Permit,06/13/1988,NO,Y,06:00 AM-06:30 PM,"Mon,Tue,Wed,Thu,Fri",,136.0,0,0,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,3,3,3,1,0,7,0,2,4,"5718 ECKHERT RD SAN ANTONIO TX- 78240 3900
(29.516787, -98.596349)",lpatxseb@lpacorp.com,02/11/2016 09:00:00 AM,INSPECTION,,Yes,True
1356,104839,428328478,1880856465,1269966917,746.3701(5) - Safety - Play Materials and Equipment Safe,Medium High,N,02/25/2016 12:00:00 AM,03/30/2016 12:00:00 AM,During this follow-up inspection the tree house has a sharp plastic edge cause by a broken or missing part on the equipment.    The farm house has a one inch hole on the bottom of the door way. The roof of the house has screws sticking out  and  the wall panels are not secure in place.,NO,Licensed Center,236382- 684,La Petite Academy Eckhert,"After School Care,Drop-In Care,Part Time Care,Transportation to/from School ,Field Trips",5718 ECKHERT RD  SAN ANTONIO TX- 78240 3900,5718 ECKHERT RD  SAN ANTONIO TX- 78240 3900,2105587244.0,BEXAR,,Wanda Scott,Full Permit,06/13/1988,NO,Y,06:00 AM-06:30 PM,"Mon,Tue,Wed,Thu,Fri",,136.0,0,0,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,3,3,3,1,0,7,0,2,4,"5718 ECKHERT RD SAN ANTONIO TX- 78240 3900
(29.516787, -98.596349)",lpatxseb@lpacorp.com,02/11/2016 09:00:00 AM,INSPECTION,,Yes,False
1357,611108,428427870,1881374998,1270157344,746.307(a)(1) - Parental Communication - Treatment by Health Personnel,Medium High,Y,07/29/2016 12:00:00 AM,,The parent was not notified of the injury until approximately 2 hours after it occurred.    This was CORRECTED AT INSPECTION when notifications were reviewed with the Assistant Director.,YES,Licensed Center,1107006,Y Early Learning Center,"After School Care,Drop-In Care,Part Time Care",440 LABOR ST  SAN ANTONIO TX- 78210 1036,440 LABOR ST  SAN ANTONIO TX- 78210 1036,2105349622.0,BEXAR,www.ymcasatx.org,Monica  Garcia,Full Permit,07/19/2010,NO,Y,06:30 AM-06:00 PM,"Mon,Tue,Wed,Thu,Fri",,200.0,0,0,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,6,7,0,0,0,15,0,0,6,"440 LABOR ST SAN ANTONIO TX- 78210 1036
(29.412577, -98.483907)",monicaga@ymcasatx.org,07/25/2016 08:28:00 AM,REPORT,Y,Yes,True
1358,611108,428427870,1881374998,1270157340,746.305(a)(2) - Report Child Injury Requiring Medical Treatment,Medium High,Y,07/29/2016 12:00:00 AM,,The operation did not notify Licensing within the required time frame.      Note:  This was CORRECTED AT INSPECTION when methods of notification were reviewed with the Assistant Director.,YES,Licensed Center,1107006,Y Early Learning Center,"After School Care,Drop-In Care,Part Time Care",440 LABOR ST  SAN ANTONIO TX- 78210 1036,440 LABOR ST  SAN ANTONIO TX- 78210 1036,2105349622.0,BEXAR,www.ymcasatx.org,Monica  Garcia,Full Permit,07/19/2010,NO,Y,06:30 AM-06:00 PM,"Mon,Tue,Wed,Thu,Fri",,200.0,0,0,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,6,7,0,0,0,15,0,0,6,"440 LABOR ST SAN ANTONIO TX- 78210 1036
(29.412577, -98.483907)",monicaga@ymcasatx.org,07/25/2016 08:28:00 AM,REPORT,Y,Yes,True
1359,322389,428424689,1881371886,1270162329,746.305(a)(2) - Report Child Injury Requiring Medical Treatment,Medium High,N,04/21/2016 12:00:00 AM,04/21/2016 12:00:00 AM,"Interviews were conducted and documentation was evaluated. It was determined that an incident that occurred while in care, and required medical treatment, was not reported to DFPS - Child Care Licensing.",NO,Licensed Center,877648,Gateway Baptist Child Development Center,"School Age Care,Before School Care,Children with Special Needs,Meals Provided ,After School Care,Snacks Provided,Part Time Care,Transportation to/from School ,Field Trips",2930 RAYFORD RD  SPRING TX- 77386 1740,2930 RAYFORD RD  SPRING TX- 77386 1740,2813634500.0,MONTGOMERY,gatewaytolearning.net,Kim Evans,Full Permit,01/10/2008,YES,N,06:30 AM-06:00 PM,"Mon,Tue,Wed,Thu,Fri",,399.0,0,0,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,9,6,9,0,1,5,0,1,1,"2930 RAYFORD RD SPRING TX- 77386 1740
",gtl@discovergateway.com,02/23/2016 02:57:00 PM,REPORT,N,Yes,True
1360,322389,428424689,1881371886,1270162327,"746.1107(2) - Additional Minimum Qualifications for Caregivers - HS Diploma, Equivalent, Certification of Completion",Medium High,N,03/10/2016 12:00:00 AM,03/31/2016 12:00:00 AM,I observed two caregivers who have not yet graduated from high school working by themselves in classrooms.,YES,Licensed Center,877648,Gateway Baptist Child Development Center,"School Age Care,Before School Care,Children with Special Needs,Meals Provided ,After School Care,Snacks Provided,Part Time Care,Transportation to/from School ,Field Trips",2930 RAYFORD RD  SPRING TX- 77386 1740,2930 RAYFORD RD  SPRING TX- 77386 1740,2813634500.0,MONTGOMERY,gatewaytolearning.net,Kim Evans,Full Permit,01/10/2008,YES,N,06:30 AM-06:00 PM,"Mon,Tue,Wed,Thu,Fri",,399.0,0,0,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,9,6,9,0,1,5,0,1,1,"2930 RAYFORD RD SPRING TX- 77386 1740
",gtl@discovergateway.com,02/23/2016 02:57:00 PM,REPORT,N,Yes,False
1361,322389,428424689,1881371886,1270162328,746.2805(1) - Prohibited Punishments - Corporal Punishment,High,N,04/21/2016 12:00:00 AM,04/21/2016 12:00:00 AM,"It was determined, through interviews, that a caregiver was observed picking up a 2 yr. old by one arm and swinging the child toward the area used for timeout.     NOTE: This caregiver is no longer employed at the operation.",YES,Licensed Center,877648,Gateway Baptist Child Development Center,"School Age Care,Before School Care,Children with Special Needs,Meals Provided ,After School Care,Snacks Provided,Part Time Care,Transportation to/from School ,Field Trips",2930 RAYFORD RD  SPRING TX- 77386 1740,2930 RAYFORD RD  SPRING TX- 77386 1740,2813634500.0,MONTGOMERY,gatewaytolearning.net,Kim Evans,Full Permit,01/10/2008,YES,N,06:30 AM-06:00 PM,"Mon,Tue,Wed,Thu,Fri",,399.0,0,0,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,9,6,9,0,1,5,0,1,1,"2930 RAYFORD RD SPRING TX- 77386 1740
",gtl@discovergateway.com,02/23/2016 02:57:00 PM,REPORT,N,Yes,False
1362,322389,428424689,1881371886,1270162330,746.1301(a)(2) - Training Requirements for Employees - Pre-service Training,Low,N,03/15/2016 12:00:00 AM,03/31/2016 12:00:00 AM,I did not observe documentation of pre-service training in 2 out of 4 personnel records evaluated for caregivers who were observed working with children during the inspection.,NO,Licensed Center,877648,Gateway Baptist Child Development Center,"School Age Care,Before School Care,Children with Special Needs,Meals Provided ,After School Care,Snacks Provided,Part Time Care,Transportation to/from School ,Field Trips",2930 RAYFORD RD  SPRING TX- 77386 1740,2930 RAYFORD RD  SPRING TX- 77386 1740,2813634500.0,MONTGOMERY,gatewaytolearning.net,Kim Evans,Full Permit,01/10/2008,YES,N,06:30 AM-06:00 PM,"Mon,Tue,Wed,Thu,Fri",,399.0,0,0,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,9,6,9,0,1,5,0,1,1,"2930 RAYFORD RD SPRING TX- 77386 1740
",gtl@discovergateway.com,02/23/2016 02:57:00 PM,REPORT,N,Yes,False
1363,1105837,428431574,1881378628,1270119426,747.1401(a)(2) - Household Members Qualifications - Orientation,Medium,N,09/24/2015 12:00:00 AM,11/03/2015 12:00:00 AM,Household members have not had orientation to the home as is required.,NO,Registered Child-Care Home,1510045,May  Albedd,"Meals Provided ,Snacks Provided,Part Time Care",448 TIFFANY TRL  RICHARDSON TX- 75081 5553,448 TIFFANY TRL  RICHARDSON TX- 75081 5553,2145158882.0,DALLAS,,,Registered,03/14/2013,NO,Y,06:30 AM-06:30 PM,"Mon,Tue,Wed,Thu,Fri",,12.0,0,0,"Infant,Toddler,School",NO,NO,NO,,,2,2,4,0,0,3,0,1,0,"448 TIFFANY TRL RICHARDSON TX- 75081 5553
(32.929684, -96.73053)",,08/31/2015 04:42:00 PM,REPORT,N,Yes,False
